workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1113350,7/20/12,7/20/12,N596ND,SEMI,7230,rocker cover leak/loose/damage,c_37,L/H ENGINE #1 & 3 ROCKER COVERS LEAKING.,L/H ENGINE #1 & 3 ROCKER COVERS LEAKING.,7/20/12,7230,"REMOVED & REPLACED L/H ENGINE ROCKER COVER GASKETS, 1 &"
1113363,7/20/12,7/20/12,N560ND,C172,7200,engine failure/fire/time out,c_21,ENGINE DIED DURING MAG CK.,ENGINE DIED DURING MAG CK.,7/20/12,7200,STARTED A/C USING FLOODED START PROCEDURE & RAN A/C TO
1113374,7/21/12,7/21/12,N561ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER GASKET LEAKING.,#3 ROCKER COVER GASKET LEAKING.,7/21/12,7230,REMOVED & REPLACED #3 ROCKER COVER GASKET.
1113374,7/21/12,7/21/12,N561ND,C172,7230,rocker cover leak/loose/damage,c_37,"#2, 4 ROCKER COVER GASKET LEAKING.","#2, 4 ROCKER COVER GASKET LEAKING.",7/21/12,7230,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.
1113384,7/22/12,7/22/12,N530ND,C172,7230,oil return line issue,c_35,#2 & 4 CYL OIL RETURN LINE CLAMPS LOOSE.,#2 & 4 CYL OIL RETURN LINE CLAMPS LOOSE.,7/22/12,7230,TIGHTENED CLAMPS.
1113395,7/23/12,7/25/12,N590ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE #2 INTAKE GASKET LEAKING.,R/H ENGINE #2 INTAKE GASKET LEAKING.,7/23/12,7230,REMOVED & REPLACED GASKET.
1113395,7/23/12,7/25/12,N590ND,SEMI,7230,baffle seal loose/damage,c_9,BAFFLE SEALS UNDER BOTH PROP GOVERNORS ARE LOOSE.,BAFFLE SEALS UNDER BOTH PROP GOVERNORS ARE LOOSE.,7/23/12,7230,RESECURED BAFFLE SEALS.
1113395,7/23/12,7/25/12,N590ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,7/24/12,7230,INSTALLED REPAIRED BAFFLING.
1113395,7/23/12,7/25/12,N590ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,7/23/12,7230,REMOVED BAFFLE & SWAPPED ACCESSORIES.
1113413,7/23/12,7/8/12,N516ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE IS LEAKING.,#2 INTAKE IS LEAKING.,7/23/12,7230,REMOVED & REPLACED INTAKE GASKET.
1113414,7/23/12,7/24/12,N583ND,SEMI,7230,intake gasket leak/damage,c_28,#1 L/H INTAKE HAS LARGE GOUGE.,#1 L/H INTAKE HAS LARGE GOUGE.,7/23/12,7230,REMOVED & REPLACED #1 L/H INTAKE PIPE W/ SERVICEABLE PI
1113414,7/23/12,7/24/12,N583ND,SEMI,7230,rocker cover leak/loose/damage,c_37,L/H ENGINE #3 ROCKER COVER LEAKING.,L/H ENGINE #3 ROCKER COVER LEAKING.,7/23/12,7230,REMOVED & REPLACED L/H ENGINE #3 ROCKER COVER GASKET.
1113421,7/24/12,7/24/12,N508ND,C172,7230,cylinder compression issue,c_13,#2 CYLINDER HAS LOW COMPRESSION.,#2 CYLINDER HAS LOW COMPRESSION.,7/24/12,7230,REMOVED ROCKER COVER & STAKED INTAKE VALVE. PASSED COMP
1113422,7/24/12,7/24/12,N512ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER IS LEAKING.,#4 ROCKER COVER IS LEAKING.,7/24/12,7230,REPLACED GASKET.
1113423,7/24/12,7/25/12,N462ND,WARG,7230,engine seal/tube/bolt loose or damage,c_25,L/H SIDE OF ENG FWD RUBBER SEAL LOOSE.,L/H SIDE OF ENG FWD RUBBER SEAL LOOSE.,7/25/12,7230,SECURED BAFFLE SEAL.
1113423,7/24/12,7/25/12,N462ND,WARG,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER COVER GASKETS ARE LEAKING.,#1 & 3 ROCKER COVER GASKETS ARE LEAKING.,7/25/12,7230,REMOVED & REPLACED GASKETS.
1113459,7/24/12,7/24/12,N572ND,C172,7230,baffle crack/damage/loose/miss,c_4,R/H BAFFLE FRONT SIDE HAS A CRACK.,R/H BAFFLE FRONT SIDE HAS A CRACK.,7/24/12,7230,STOP DRILLED CRACK & FABRICATED PATCH W/ LIKE MATERIAL.
1113461,7/24/12,7/24/12,N569ND,C172,7230,intake gasket leak/damage,c_28,CYL #4 INTAKE IS LEAKING.,CYL #4 INTAKE IS LEAKING.,7/24/12,7230,REPLACED INTAKE GASKET.
1113478,7/25/12,7/25/12,N568ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE IS LEAKING.,#2 INTAKE IS LEAKING.,7/25/12,7230,REMOVED & REPLACED #2 INTAKE GASKET.
1113478,7/25/12,7/25/12,N568ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER IS LEAKING.,#4 ROCKER COVER IS LEAKING.,7/25/12,7230,REMOVED & REPLACED #4 ROCKER GASKET.
1113500,7/25/12,7/25/12,N585ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG #4 CYL INTAKE GASKET IS LEAKING.,R/H ENG #4 CYL INTAKE GASKET IS LEAKING.,7/25/12,7230,INSTALLED NEW #4 INTAKE GASKET.
1113504,7/25/12,7/25/12,N560ND,C172,7230,baffle screw miss/loose,c_8,SCREW IS MISSING ON #3 CYL BAFFLE.,SCREW IS MISSING ON #3 CYL BAFFLE.,7/25/12,7230,INSTALLED NEW SCREW.
1113506,7/25/12,7/25/12,N571ND,C172,7230,baffle seal loose/damage,c_9,R/H FRONT BAFFLE SEAL LOOSE.,R/H FRONT BAFFLE SEAL LOOSE.,7/25/12,7230,RESECURED R/H FRONT BAFFLE SEAL.
1113533,7/26/12,7/26/12,N521ND,C172,7230,baffle crack/damage/loose/miss,c_4,TOP BACK L/H CORNER BAFFLE IS CRACKED.,TOP BACK L/H CORNER BAFFLE IS CRACKED.,7/26/12,7230,"STOP DRILLED CRACK, FABRICATED PATCH W/ LIKE MATERIAL."
1113536,7/26/12,7/26/12,N547ND,C172,7230,intake gasket leak/damage,c_28,#2 CYL INTAKE GASKET IS LEAKING.,#2 CYL INTAKE GASKET IS LEAKING.,7/26/12,7230,REMOVED & REPLACED GASKET.
1113536,7/26/12,7/26/12,N547ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 3 ROCKER COVER GASKETS ARE LEAKING.,#2 & 3 ROCKER COVER GASKETS ARE LEAKING.,7/26/12,7230,REMOVED & REPLACED GASKETS.
1113563,7/27/12,7/27/12,N282ND,ARRO,7200,engine run rough,c_24,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,7/27/12,7230,RAN ENGINE BRIEFLY & NOTED THAT ENGINE WAS NOT RUNNING
1113563,7/27/12,7/27/12,N282ND,ARRO,7200,engine run rough,c_24,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,7/27/12,7230,"FREED EXHAUST VALVE, INSPECTED & FOUND TO BE SERVICEABL"
1113565,7/27/12,7/27/12,N549ND,C172,7230,intake gasket leak/damage,c_28,#1 & 3 INTAKES LEAKING.,#1 & 3 INTAKES LEAKING.,7/27/12,7230,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.
1113584,7/28/12,7/28/12,N517ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 & 4 ROCKER COVER LEAKING.,#2 & 4 ROCKER COVER LEAKING.,7/28/12,7230,REMOVED & REPLACED ROCKER COVER GASKETS.
1113589,7/28/12,7/28/12,N515ND,C172,7230,baffle mount loose/damage,c_5,R/H AFT BAFFLE MOUNT RIVETS ARE SHEARED.,R/H AFT BAFFLE MOUNT RIVETS ARE SHEARED.,7/28/12,7230,DISCONNECTED LINES & WIRES TO REMOVE BAFFLE. REMOVED BA
1113590,7/28/12,7/28/12,N811TT,H300,7200,engine run rough,c_24,CHT NEEDLE BOUNCES & HAD ENGINE RUN ROUGH MOMENTARILY.,CHT NEEDLE BOUNCES & HAD ENGINE RUN ROUGH MOMENTARILY.,7/28/12,7200,"REMOVED & REPLACED CHT PROBE. INSP ENGINE, NO DEFECTS N"
1113606,7/29/12,8/8/12,N559ND,C172,7120,engine run rough,c_24,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,8/8/12,7200,OPS & LEAK CHECK GOOD.
1113606,7/29/12,8/8/12,N559ND,C172,7120,engine need repair/reinstall/clean,c_23,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,8/8/12,7200,FINISHED INSTALLATION OF ENGINE.
1113606,7/29/12,8/8/12,N559ND,C172,7120,engine need repair/reinstall/clean,c_23,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,7/8/12,7200,"REMOVED ENGINE. REPLACED ENGINE MOUNT, TORQUED ENGINE M"
1113621,7/30/12,1/8/12,N581ND,SEMI,7230,intake gasket leak/damage,c_28,"L/H ENGINE #2, 3 & 4 INTAKES ARE LEAKING.","L/H ENGINE #2, 3 & 4 INTAKES ARE LEAKING.",7/31/12,7230,REPLACED ALL 3 GASKETS.
1113621,7/30/12,1/8/12,N581ND,SEMI,7230,rocker cover leak/loose/damage,c_37,L/H ENGINE #3 ROCKER COVER IS LEAKING.,L/H ENGINE #3 ROCKER COVER IS LEAKING.,7/31/12,7230,REMOVED & REPLACED GASKET.
1113621,7/30/12,1/8/12,N581ND,SEMI,7230,rocker cover leak/loose/damage,c_37,R/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,R/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,7/30/12,7230,REPLACED #2 & 4 ROCKER COVERS.
1113621,7/30/12,1/8/12,N581ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENGINE #3 & 4 INTAKE TUBES ARE LEAKING.,R/H ENGINE #3 & 4 INTAKE TUBES ARE LEAKING.,7/30/12,7230,REPLACED #3 & 4 INTAKE GASKETS.
1113621,7/30/12,1/8/12,N581ND,SEMI,7230,baffle bracket loose/damage,c_3,"L/H ENGINE, LEFT AFT BAFFLE ANGLE BRACKET IS CRACKED.","L/H ENGINE, LEFT AFT BAFFLE ANGLE BRACKET IS CRACKED.",7/31/12,7230,"REMOVED BRACE, STOP DRILLED CRACK. INSTALLED W/ LARGE A"
1113654,7/30/12,7/30/12,N507ND,C172,7230,rocker cover leak/loose/damage,c_37,ROCKER BOX COVER SCREWS LOOSE.,ROCKER BOX COVER SCREWS LOOSE.,7/30/12,7230,RETORQUED SCREWS.
1113654,7/30/12,7/30/12,N507ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER BOX COVER GASKET LEAKING.,#2 ROCKER BOX COVER GASKET LEAKING.,7/30/12,7230,INSTALLED NEW #2 ROCKER BOX COVER GASKET.
1113661,7/30/12,7/30/12,N525ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER COVER GASKET LEAKING.,#4 ROCKER COVER GASKET LEAKING.,7/30/12,7230,INSTALLED NEW #4 ROCKER BOX COVER GASKET.
1113673,7/30/12,7/31/12,N593ND,SEMI,7230,rocker cover leak/loose/damage,c_37,RIGHT ENG #3 ROCKER COVER IS LEAKING.,RIGHT ENG #3 ROCKER COVER IS LEAKING.,7/31/12,7230,REMOVED & REPLACED #3 ROCKER COVER.
1113714,7/31/12,3/8/12,N2161J,H300,550,engine/propeller overspeed or damage,c_26,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,3/8/12,7200,LEAK CHECK GOOD.
1113714,7/31/12,3/8/12,N2161J,H300,550,engine/propeller overspeed or damage,c_26,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,1/8/12,7200,BEGAN VALVE TRAIN OVERSPEED INSP.
1113714,7/31/12,3/8/12,N2161J,H300,550,engine/propeller overspeed or damage,c_26,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,1/8/12,7200,BEGAN ENG OVERSPEED INSP IAW SB 369L. IDENTIFIED & CORR
1113714,7/31/12,3/8/12,N2161J,H300,550,engine/propeller overspeed or damage,c_26,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,2/8/12,7200,FINISHED VALVE TRAIN OVERSPEED INSP. SB 388 WAS COMPLET
1113715,7/31/12,1/8/12,N21763,H300,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER GASKET LEAKING.,#2 ROCKER COVER GASKET LEAKING.,7/31/12,7230,REPLACED GASKET.
1113715,7/31/12,1/8/12,N21763,H300,7200,cylinder compression issue,c_13,#2 CYLINDER HAS LOW COMPRESSION.,#2 CYLINDER HAS LOW COMPRESSION.,1/8/12,7200,"PERFORMED ENGINE RUN UP TO OPERATING TEMPERATURES, PERF"
1113719,7/31/12,7/31/12,N546ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER BOX COVER SCREWS LOOSE.,#2 ROCKER BOX COVER SCREWS LOOSE.,7/31/12,7230,RETORQUED SCREWS.
1113719,7/31/12,7/31/12,N546ND,C172,7230,baffle plug need repair/replace,c_6,#3 BAFFLE BUTTON PLUG BAD.,#3 BAFFLE BUTTON PLUG BAD.,7/31/12,7230,INSTALLED NEW BUTTON PLUG.
1113743,7/31/12,7/31/12,N590ND,SEMI,7200,engine run rough,c_24,R/H ENG ROUGH IN FLIGHT.,R/H ENG ROUGH IN FLIGHT.,7/31/12,7200,"RAN A/C, COULDN'T DUPLICATE DISCREP. NO DEFECTS NOTED D"
1113759,1/8/12,1/8/12,N528ND,C172,7230,rocker cover leak/loose/damage,c_37,#1 & 3 ROCKER COVERS ARE LEAKING.,#1 & 3 ROCKER COVERS ARE LEAKING.,1/8/12,7230,REMOVED & REPLACED 1 & 3 ROCKER COVERS.
1113781,1/8/12,1/8/12,N557ND,C172,7230,baffle seal loose/damage,c_9,R/H FWD BAFFLE SEAL LOOSE.,R/H FWD BAFFLE SEAL LOOSE.,1/8/12,7230,RESECURED BAFFLE SEAL.
1113802,1/8/12,1/8/12,N550ND,C172,7230,engine run rough,c_24,"WHILE TAXIING, ENGINE QUIT.","WHILE TAXIING, ENGINE QUIT.",1/8/12,7230,FOUND #4 INTAKE WAS LEAKING. REMOVED & REPLACED INTAKE
1113805,1/8/12,3/8/12,N494ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,"R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.","R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",2/8/12,7230,STOP DRILLED CRACK.
1113805,1/8/12,3/8/12,N494ND,SEMI,7230,rocker cover leak/loose/damage,c_37,"BOTH ENGS, ALL ROCKER COVERS LOOSE.","BOTH ENGS, ALL ROCKER COVERS LOOSE.",2/8/12,7230,TIGHTENED ALL SCREWS FOR ROCKER COVERS.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,7/26/13,7200,OPS & LEAK CHECKED GOOD.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,7/26/13,7200,OPS & LEAK CHECKED GOOD.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,4/26/13,7200,INSTALLED R/H ENGINE TO AIRFRAME.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/6/13,7200,FINISHED INSTALLING NACELLE WIRING.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/6/13,7200,FINISHED REINSTALL OF NACELLE WIRING.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,9/5/13,7200,CONTINUED WIRING & ENGINE CONTROL INSTALLATION.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,1/11/12,7230,PRESERVED CYLINDERS. PREPARED ENGINE FOR STORAGE.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,4/6/13,7200,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL.
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/27/13,7200,"INSTALLED & TIMED MAGNETOS. ROUTED, CONNECTED WIRING &"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/22/13,7200,UNPACKED ENGINE FROM PALLET. INSTALLED ENGINE ASSY TO A
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/23/13,7200,"RAN WIRING THROUGH FIREWALL, RAN CABLES THROUGH FIREWAL"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/23/13,7200,"ROUTED & SECURED WIRING, FUEL & OIL LINES, CONTROL CABL"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,4/6/13,7200,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL. R
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,11/6/13,7200,"CLEANED PLUGS, SERVICED OIL. RAN L/H ENGINE, ALL INDICA"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,10/16/12,7200,"REMOVED LEFT ENGINE, PROP/MOUNT ASSY. AD 2004-10-14, EF"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,10/31/12,7200,REMOVED OIL SUMP & ACCESSORY CASE. INSPECTED IAW SB 475
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/27/13,7200,STARTED WIRING INSTALLATION & CONTROL CABLE INSTALLATIO
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/28/13,7200,CONTINUED WIRING & CONTROL CABLE ROUTING. CONNECTED COW
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,5/29/13,7200,CONNECTED WIRING & SECURED. ATTACHED & RIGGED ENGINE CO
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,11/6/13,7200,"CLEANED PLUGS, SERVICED OIL. RAN ENGINE, ALL INDICATION"
1113810,2/8/12,7/29/13,N586ND,SEMI,7200,engine need repair/reinstall/clean,c_23,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,10/16/12,7200,REMOVED R/H ENGINE/PROP/MOUNT ASSY. PRESERVED CYLS. PAL
1113820,2/8/12,8/27/12,N543ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,6/8/12,7200,REMOVED ENGINE.
1113820,2/8/12,8/27/12,N543ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,8/21/12,7200,INSTALLED ENGINE AFTER REPAIR TO FIREWALL WAS COMPLETED
1113820,2/8/12,8/27/12,N543ND,C172,7200,engine crankcase/crankshaft/firewall near repair,c_20,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,8/22/12,7200,FIREWALL REPAIRED BY ODEGAARD WINGS. SEE FAA FORM 337 F
1113841,2/8/12,2/8/12,N558ND,C172,7230,intake gasket leak/damage,c_28,#2 & 4 INTAKE GASKET LEAKING.,#2 & 4 INTAKE GASKET LEAKING.,2/8/12,7230,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.
1113842,2/8/12,2/8/12,N570ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE LEAKING.,#2 INTAKE LEAKING.,2/8/12,7230,REMOVED & REPLACED INTAKE GASKET.
1113842,2/8/12,2/8/12,N570ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER LEAKING.,#3 ROCKER COVER LEAKING.,2/8/12,7230,REMOVED & REPLACED #3 ROCKER COVER GASKET.
1113852,2/8/12,2/8/12,N556ND,C172,7230,baffle screw miss/loose,c_8,AFT BAFFLE SCREW LOOSE.,AFT BAFFLE SCREW LOOSE.,2/8/12,7230,TIGHTENED BAFFLE SCREW.
1113868,3/8/12,3/8/12,N545ND,C172,7230,baffle crack/damage/loose/miss,c_4,#4 REAR ENGINE BAFFLE CRACKED.,#4 REAR ENGINE BAFFLE CRACKED.,3/8/12,7230,STOP DRILLED CRACK.
1113868,3/8/12,3/8/12,N545ND,C172,7230,induction damage/hardware fail,c_27,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,3/8/12,7230,TIGHTENED HOSE CLAMPS.
1113872,3/8/12,7/8/12,N2077E,H300,7200,cylinder/exhaust push rod/tube damage,c_17,#3 CYL EXHAUST SEAL LEAKING.,#3 CYL EXHAUST SEAL LEAKING.,6/8/12,7200,REMOVED & REPLACED SEAL.
1113872,3/8/12,7/8/12,N2077E,H300,7200,baffle crack/damage/loose/miss,c_4,FELT ON #1 & 3 BAFFLE COMING LOOSE.,FELT ON #1 & 3 BAFFLE COMING LOOSE.,6/8/12,7200,PREPPED AREA & APPLIED SEALANT.
1113877,4/8/12,5/8/12,N550ND,C172,7230,baffle crack/damage/loose/miss,c_4,ENGINE BAFFLE BUTTONS WORN.,ENGINE BAFFLE BUTTONS WORN.,5/8/12,7230,REMOVED & REPLACED ENGINE BAFFLE BUTTONS ON L/H & R/H.
1113882,5/8/12,5/8/12,N574ND,C172,7230,rocker cover leak/loose/damage,c_37,MISSING SCREW ON #3 ROCKER COVER.,MISSING SCREW ON #3 ROCKER COVER.,5/8/12,7230,INSTALLED NEW SCREW.
1113882,5/8/12,5/8/12,N574ND,C172,7230,intake gasket leak/damage,c_28,#2 & 4 INTAKES ARE LEAKING.,#2 & 4 INTAKES ARE LEAKING.,5/8/12,7230,REMOVED & REPLACED INTAKE GASKETS.
1113889,5/8/12,6/8/12,N540ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER GASKET LEAKING.,#2 ROCKER COVER GASKET LEAKING.,5/8/12,7230,REMOVED & REPLACED ROCKER COVER GASKET.
1113892,5/8/12,6/8/12,N576ND,C172,7230,engine run rough,c_24,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,5/8/12,7230,"STARTED A/C, VERIFIED ENGINE RUNS VERY ROUGH. #3 EGT WA"
1113892,5/8/12,6/8/12,N576ND,C172,7230,engine run rough,c_24,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,6/8/12,7230,PERFORMED SI 388C ON ALL 4 CYLINDERS. REAMED EXHAUST VA
1113941,6/8/12,8/8/12,N595ND,SEMI,7230,rocker cover leak/loose/damage,c_37,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,6/8/12,7230,TIGHTENED ALL SCREWS.
